*WEATHER DATA: GGCMI

@ INSI      LAT     LONG  ELEV   TAV   AMP REFHT WNDHT
 GGCMI    -9.25    34.75   -99  22.2  13.8
@DATE  SRAD  TMIN  TMAX  RAIN
16329  13.1  16.6  23.3   6.2
16330  16.0  16.8  24.3   9.2
16331  20.4  16.5  25.0   7.9
16332  19.0  16.4  25.3   0.0
16333  22.4  16.1  26.0   2.4
16334  17.0  16.3  25.7   2.1
16335  19.1  16.5  25.5   0.0
16336  22.5  15.6  26.2   0.0
16337  23.8  15.2  26.0   0.0
16338  22.2  16.2  27.3   3.5
16339  21.9  15.8  24.9   6.0
16340  26.5  15.4  26.7   3.7
16341  25.8  16.0  27.7   0.0
16342  25.2  15.6  26.9   0.0
16343  18.6  17.1  25.5   8.5
16344  25.5  16.3  28.0   1.6
16345  18.2  17.0  26.9   7.1
16346  21.3  16.4  28.8   0.4
16347  17.5  16.3  25.9   5.5
16348  25.7  15.5  27.3  23.6
16349  20.5  16.8  30.3   0.0
16350  24.1  15.9  27.4   0.0
16351  24.8  15.9  27.9   2.3
16352  23.4  16.1  28.0   3.2
16353  22.9  17.1  26.2   4.2
16354  18.6  17.5  25.1   5.3
16355  15.8  16.9  26.4   6.3
16356  16.8  16.1  24.1   8.1
16357  20.1  15.5  26.4   1.1
16358  15.6  17.3  31.0   2.3
16359  19.5  16.5  26.9   9.4
16360  20.7  16.8  29.3  14.5
16361  19.6  17.3  26.9   5.1
16362  16.8  17.5  27.4  24.0
16363  22.4  16.9  27.1  19.5
16364  18.2  17.4  25.9  15.4
16365  15.1  17.3  24.8  11.2
16366  14.7  17.3  25.7   9.1
17001  14.7  16.9  23.3   6.6
17002  13.8  15.3  21.7  15.9
17003  19.1  15.1  24.2  22.9
17004  14.8  15.3  23.7   8.0
17005  15.5  16.1  23.7   9.2
17006  19.8  16.5  24.9   5.1
17007  19.5  16.3  26.4   6.2
17008  14.1  16.5  23.8   7.6
17009  15.6  16.0  23.6   6.5
17010  18.2  16.1  26.6   0.7
17011  19.6  17.3  25.7   0.7
17012  19.8  16.7  25.2   3.8
17013  15.7  16.3  23.7  13.5
17014  13.0  16.4  23.5   1.7
17015  13.7  16.6  22.7  10.9
17016  18.4  16.3  24.5  15.9
17017  19.5  16.2  26.1   9.1
17018  15.0  16.6  26.4   5.4
17019  15.6  16.2  25.2   4.5
17020  19.5  16.6  26.4   1.7
17021  15.0  17.3  26.4   5.4
17022  18.3  16.3  25.4   8.6
17023  22.9  16.0  27.2   9.0
17024  20.6  16.2  27.3  13.5
17025  22.2  16.5  25.7   6.3
17026  22.2  16.4  25.8   0.7
17027  26.8  15.0  27.7   0.5
17028  28.6  14.8  27.3   0.0
17029  28.8  14.8  27.8   0.5
17030  22.3  15.7  27.0   0.7
17031  21.8  15.9  26.1   0.7
17032  25.5  14.7  25.9   3.4
17033  17.8  16.2  23.4  12.2
17034   9.5  16.9  22.0  16.2
17035  10.1  15.9  20.7   0.4
17036  13.6  15.8  22.7   6.1
17037  17.2  15.3  23.6   0.4
17038  21.0  14.5  24.7   0.3
17039  13.4  16.6  24.1  17.9
17040  16.2  16.3  24.9   9.0
17041  16.6  16.0  25.3   5.2
17042  18.0  16.4  25.3   7.3
17043  18.4  15.5  25.3  16.6
17044   8.6  16.6  22.7  11.8
17045  16.3  15.8  24.4   5.8
17046  18.7  15.8  25.9   7.1
17047  20.5  16.7  25.9  14.2
17048  18.2  17.0  25.0  12.7
17049  17.5  17.0  24.4   7.9
17050  17.8  15.9  24.7   1.5
17051  20.7  15.5  25.2  11.6
17052  19.5  16.7  25.4   7.6
17053  19.0  16.3  24.7   0.3
17054  22.7  15.4  26.3   0.3
17055  23.6  14.5  26.3   0.3
17056  25.0  15.0  28.0   0.1
17057  21.5  15.7  26.4   0.4
17058  18.8  15.7  26.9   0.3
17059  19.1  17.5  26.3   3.4
17060  18.3  16.4  26.3  31.1
17061  15.1  16.9  25.8   7.9
17062  14.5  16.0  25.6   7.8
17063  22.1  14.8  26.5   0.6
17064  18.0  15.7  26.4  18.6
17065  16.1  16.0  25.5   7.0
17066  19.9  14.3  25.5   0.7
17067  18.0  16.8  24.3   8.7
17068  14.4  16.3  26.2  21.2
17069  17.4  16.3  24.0   8.9
17070  16.4  16.5  23.1  14.0
17071  19.4  15.5  27.8   8.4
17072  19.8  14.4  25.7   3.6
17073  17.7  16.4  27.2   0.6
17074  14.4  15.6  23.6  16.3
17075  14.7  15.4  31.2   0.6
17076  16.1  16.3  26.1  10.8
17077  18.7  15.5  25.5   8.6
17078  21.2  14.5  25.3   5.5
17079  20.8  14.7  25.9   1.5
17080  20.8  14.9  26.5   9.3
17081  19.5  15.5  27.2  16.8
17082  14.5  16.3  24.3  13.0
17083  19.3  15.8  25.8   0.7
17084  18.0  16.7  24.6   7.1
17085  20.7  15.8  24.9   8.2
17086  15.3  15.7  23.5  20.9
17087  12.6  15.1  30.2  17.3
17088  16.7  15.7  24.3   8.6
17089  16.4  15.0  24.7   7.0
17090  19.4  15.0  24.5   0.0
17091  15.7  14.8  25.2   0.0
17092  22.6  13.9  26.7   0.0
17093  20.3  13.8  27.2   0.0
17094  16.7  16.0  25.0   7.7
17095  10.4  15.3  22.5  25.1
17096  17.8  15.8  23.0  11.8
17097  15.7  15.2  23.3   3.6
17098  15.7  16.9  24.1   6.1
17099  13.1  15.6  22.3   8.7
17100  11.9  15.0  22.6  10.2
17101  14.4  15.9  23.3   0.0
17102  14.5  15.1  23.2   0.0
17103  12.7  15.1  23.3   0.0
17104  17.9  13.7  24.1   0.0
17105  17.7  14.5  23.7   6.3
17106  18.6  14.5  23.5  11.0
17107  18.7  14.9  24.3   2.7
17108  18.6  14.6  23.8   0.0
17109  18.8  13.0  24.5   0.0
17110  18.3  13.3  24.4   0.0
17111  17.5  12.8  24.4   0.8
17112  13.9  14.6  21.1  15.6
17113  13.5  14.5  20.9   5.7
17114  17.8  14.8  22.9   0.0
17115  14.1  13.3  22.5   0.0
17116  18.1  10.9  24.0   0.0
17117  12.5  11.2  22.8   0.0
17118  16.4  11.3  23.1   0.0
17119  16.3  13.4  22.8   0.0
17120  15.1  14.1  23.4   0.0
17121  17.5  14.7  23.5   0.0
17122  18.2  13.6  23.3   0.0
17123  17.1  13.0  23.3   0.0
17124  17.0  13.1  23.7   0.0
17125  17.9  12.3  24.3   0.0
17126  19.2  13.6  24.2   0.0
17127  16.8  13.3  22.6   0.0
17128  16.6  12.6  21.3   0.0
17129  15.8  12.7  21.1   0.0
17130  17.4  12.1  22.7   0.0
17131  16.7  11.8  22.9   0.0
17132  19.6  11.7  23.0   7.8
17133  15.4  11.0  22.6   0.0
17134  13.6  10.4  24.1   0.0
17135  16.1   9.9  23.5   0.0
17136  15.0  13.0  23.3   0.0
17137  20.9  10.4  23.7   0.0
17138  21.1  14.2  22.6   0.0
17139  22.0  11.1  22.9   0.0
17140  21.4  10.8  23.4   0.0
17141  23.2  10.2  23.3   0.0
17142  20.3  11.5  22.8   0.0
17143  15.3  12.6  22.3   0.0
17144  13.7  10.7  22.6   0.0
17145  19.6   8.3  22.8   0.0
17146  18.4   9.2  23.1   0.0
17147  21.9   6.8  24.9   0.0
17148  22.3   7.6  23.9   0.0
17149  17.2   7.8  23.4   0.0
17150  18.8   8.6  24.1   0.0
17151  15.2  11.2  22.6   0.0
17152  20.9  13.1  23.3   0.0
17153  14.7  13.5  22.1   0.3
17154  15.6  13.0  22.8   0.3
17155  17.0  12.2  22.7   0.0
17156  14.9  10.7  22.4   0.0
17157  18.4   9.6  23.0   0.1
17158  13.0   9.5  21.7   0.0
17159  16.9  11.2  22.6   0.0
17160  16.6  10.7  22.2   0.0
17161  17.2   9.8  22.7   0.0
17162  16.3  11.2  23.0   0.1
17163  13.2  11.9  22.3   0.0
17164  13.9  11.7  21.5   0.2
17165  15.3   9.9  21.6   0.0
17166  16.7   7.8  21.2   0.0
17167  18.0   7.5  22.0   0.0
17168  13.5   7.7  20.2   0.0
17169  16.1   6.4  20.7   0.0
17170  10.9  11.8  18.5   0.0
17171  15.0  10.7  19.9   0.0
17172  12.3  11.8  20.1   0.0
17173  13.9  11.6  21.8   0.0
17174  12.8   9.9  22.5   0.0
17175  14.2   8.1  21.0   0.0
17176  18.7   8.1  22.5   0.0
17177  16.0   9.1  22.6   0.0
17178  13.3  10.1  22.5   0.0
17179  16.9   8.6  23.0   0.0
17180  15.0  10.9  22.5   0.1
17181  16.4  10.5  22.5   0.0
17182  15.7  11.5  22.0   0.0
17183  15.5  11.6  21.9   0.0
17184  15.6  11.8  22.0   0.0
17185  16.9  10.9  22.0   0.0
17186  13.7  12.2  20.9   0.3
17187  15.7  12.6  20.9   0.0
17188  14.2  11.8  20.3   0.6
17189  12.0  11.3  20.4   0.1
17190  14.1   9.7  21.0   0.0
17191  19.7   9.4  22.6   0.0
17192  21.2   7.7  23.7   0.0
17193  21.4   6.7  24.3   0.0
17194  19.8   9.0  24.0   0.1
17195  19.4   8.7  24.1   0.0
17196  19.5  10.0  22.3   0.0
17197  19.7   9.7  22.5   0.0
17198  21.3   9.6  23.6   0.0
17199  21.3   8.5  23.7   0.0
17200  20.7  11.6  23.4   0.0
17201  18.9  10.2  23.2   0.0
17202  19.7   8.2  23.3   0.0
17203  19.4   8.3  23.3   0.0
17204  20.0  10.2  23.3   0.0
17205  17.7  10.6  22.7   0.0
17206  16.5  11.0  23.2   0.0
17207  23.1   7.8  24.9   0.0
17208  21.1   9.8  22.6   0.0
17209  21.7   8.7  22.6   0.0
17210  20.1  10.7  22.8   0.0
17211  21.8   8.4  22.6   0.0
17212  21.4   6.5  23.5   0.0
17213  19.7   9.0  23.3   0.1
17214  16.8  10.2  21.9   0.0
17215  14.5  10.1  21.3   0.0
17216  18.3   7.6  21.0   0.0
17217  14.2  13.7  21.0   0.0
17218  15.8  12.3  21.0   0.0
17219  14.9  10.2  22.1   0.0
17220  19.4  10.3  24.0   0.0
17221  22.0  10.1  25.4   0.0
17222  20.5   9.5  25.4   0.0
17223  16.6   9.4  26.7   0.0
17224  18.8   9.6  24.8   0.0
17225  19.0   9.2  24.2   0.0
17226  23.9   8.4  24.5   0.0
17227  20.6  11.4  24.8   0.0
17228  22.0   9.7  25.3   0.1
17229  22.4   8.7  25.5   0.0
17230  20.6  10.4  23.7   0.0
17231  16.6  11.8  23.3   0.0
17232  16.1  12.6  22.8   0.0
17233  19.0  13.0  24.4   0.0
17234  19.4  10.9  24.7   0.2
17235  16.4  12.5  23.5   0.1
17236  15.5  12.2  23.8   0.0
17237  23.0   9.9  26.3   0.2
17238  20.2  11.9  24.6   0.0
17239  18.6  10.1  24.2   0.0
17240  19.6  10.9  24.7   0.0
17241  16.4  12.7  23.6   0.2
17242  15.8  13.9  23.6   0.1
17243  15.2  12.9  25.3   0.0
17244  22.8  11.8  26.6   0.0
17245  22.8  11.7  25.6   0.0
17246  18.5  11.6  25.2   0.0
17247  17.1  11.9  23.5   0.0
17248  20.1  10.5  23.4   0.0
17249  16.2  11.5  23.3   0.0
17250  22.5  11.6  24.3   0.0
17251  21.6  10.2  25.0   0.0
17252  22.4  12.6  25.5   0.0
17253  25.1  11.9  25.5   0.0
17254  25.8  11.2  25.2   0.0
17255  26.1  10.8  25.2   0.0
17256  26.2  10.6  25.4   0.0
17257  26.2  10.5  25.5   0.0
17258  26.5   9.4  25.3   0.0
17259  25.8  10.3  26.0   0.0
17260  24.3  10.4  27.0   0.0
17261  22.3  10.8  26.3   0.0
17262  20.6  11.3  25.9   0.1
17263  24.0  11.3  26.2   0.0
17264  23.2  11.2  27.0   0.0
17265  21.9  11.4  26.4   0.0
17266  25.1  12.4  27.4   0.0
17267  24.2  13.1  27.2   0.0
17268  27.7  11.6  27.1   0.0
17269  27.0  10.8  27.4   0.0
17270  23.6  11.8  27.0   0.0
17271  25.5  12.9  27.5   0.0
17272  27.4  11.4  27.1   0.0
17273  21.5  12.4  26.1   0.0
17274  25.5  13.6  26.4   0.0
17275  26.8  11.3  25.4   0.0
17276  20.8  11.7  25.5   0.0
17277  24.4  12.5  26.8   0.0
17278  24.0  13.1  26.2   0.0
17279  25.1  13.3  26.8   0.0
17280  26.0  12.7  27.4   0.0
17281  24.4  12.7  28.6   0.0
17282  22.9  14.0  28.2   0.0
17283  27.6  13.2  27.2   0.0
17284  29.0  11.7  27.6   0.0
17285  27.8  11.9  27.5   0.0
17286  28.2  12.0  28.0   0.0
17287  27.4  12.0  28.2   0.0
17288  27.1  12.2  27.9   0.0
17289  26.4  13.3  27.4   0.0
17290  24.2  13.3  28.2   0.0
17291  22.8  14.1  27.2   0.0
17292  20.5  16.5  27.0   0.0
17293  28.5  14.0  27.7   0.0
17294  29.0  12.3  28.3   0.0
17295  29.0  12.2  28.8   0.0
17296  25.5  14.5  30.4   0.0
17297  25.2  14.8  31.3   0.0
17298  22.9  16.3  28.6   0.4
17299  21.7  14.8  27.8   0.0
17300  21.3  14.0  27.3   0.0
17301  21.5  15.3  27.5   0.0
17302  23.6  14.9  26.9   0.1
17303  29.1  13.4  28.2   0.0
17304  24.8  13.1  27.4   0.0
17305  23.6  13.6  28.3   0.0
17306  24.5  14.5  29.0   0.0
17307  25.6  14.4  28.4   0.0
17308  20.7  15.2  28.3   0.0
17309  24.2  15.5  28.1   0.0
17310  26.0  13.9  28.7   0.0
17311  27.3  13.3  28.9   0.0
17312  27.5  14.1  29.5   0.0
17313  28.5  12.6  29.4   0.0
17314  27.5  12.9  29.2   0.0
17315  28.5  14.4  30.3   0.0
17316  29.4  13.7  30.6   0.0
17317  27.2  13.3  29.8   0.0
17318  21.4  14.4  28.2   0.0
17319  23.6  13.8  27.9   0.0
17320  24.0  14.4  29.4   0.0
17321  27.2  15.3  29.7   0.0
17322  29.3  11.7  29.2   0.0
17323  26.3  13.0  29.2   0.0
17324  24.7  14.9  28.7   0.0
17325  28.2  13.5  29.5   0.0
17326  25.1  14.2  28.6   0.0
17327  19.9  15.8  26.4   0.0
17328  24.0  16.0  28.8   0.0
17329  24.4  15.1  28.6   6.0
17330  24.8  14.7  29.1   3.5
17331  22.5  15.2  28.2   2.5
17332  21.2  14.9  28.7   0.0
17333  19.4  15.3  26.4  13.2
17334  23.5  16.7  27.7   0.0
17335  28.8  14.9  29.4   0.0
17336  28.4  14.2  28.2   0.0
17337  23.8  15.2  29.6   0.0
17338  29.2  13.8  30.4   0.0
17339  29.9  12.4  29.3   0.0
17340  26.6  14.7  30.3   0.0
17341  28.0  15.6  31.3   0.0
17342  23.1  15.4  29.9   0.0
17343  20.1  17.1  29.6   6.3
17344  20.0  17.1  28.2   7.5
17345  17.8  17.0  27.9  11.9
17346  17.4  16.5  26.4  15.1
17347  10.7  17.6  26.0   9.9
17348  19.3  17.3  28.6  13.0
17349  19.9  16.8  26.7   9.8
17350  17.3  16.1  25.4   9.9
17351  12.8  16.7  25.0   6.4
17352  15.4  16.6  25.9  20.6
17353  24.3  15.7  28.0  20.2
17354  14.6  16.4  25.3   0.0
17355  14.9  16.3  24.8  21.6
17356  17.2  16.1  24.5   4.3
17357  17.9  15.9  24.4  11.5
17358  12.3  16.9  24.5  17.9
17359  17.9  16.7  24.8  12.5
17360  17.1  16.5  24.5  12.2
17361  24.7  15.3  26.6  10.2
17362  22.3  15.9  26.5  12.6
17363  22.4  17.2  26.3  25.8
17364  15.0  17.3  24.7   9.6
17365  15.4  17.5  24.5   6.0
18001  15.1  16.9  23.3  18.4
18002  18.7  16.1  27.1   3.7
18003  19.2  15.8  25.6   5.2
18004  16.8  17.3  25.4   9.8
18005  14.2  17.1  25.7   8.1
18006  16.1  17.3  26.4   6.6
18007  20.6  15.9  25.8   6.4
18008  22.0  16.3  27.9   0.0
18009  16.7  16.5  26.0   7.4
18010  12.9  16.8  23.5   7.3
18011  15.6  16.8  24.1  19.5
18012  11.8  15.7  22.2  18.7
18013  22.8  14.7  24.3   4.1
18014  19.7  15.1  25.2   1.2
18015  19.3  15.9  25.6   1.9
18016  12.7  16.6  25.3   0.7
18017  14.8  16.5  22.9   8.1
18018  17.6  16.3  24.3  12.5
18019  13.2  16.2  24.1   9.1
18020  16.3  16.2  25.8   5.4
18021  20.0  15.9  25.2   9.5
18022  19.2  16.3  25.6  13.3
18023  16.8  16.5  24.4   9.0
18024  10.1  16.3  21.4  16.2
18025  14.6  16.4  22.4  17.4
18026  15.9  15.7  23.6  11.3
18027  20.1  15.0  24.0   7.1
18028  15.3  15.6  24.8   3.6
18029  17.8  16.0  23.5   5.7
18030  14.1  16.4  23.1  15.6
18031  16.3  16.5  25.1   7.4
18032  25.3  15.9  26.2   0.0
18033  25.1  13.7  25.5   0.1
18034  24.8  15.6  26.7   0.3
18035  26.9  14.0  26.9   0.0
18036  26.5  14.9  27.7   0.1
18037  26.8  14.8  28.1   0.0
18038  27.3  14.6  27.8   4.5
18039  14.0  15.3  23.8   8.2
18040  17.8  15.0  23.3   0.0
18041  19.5  16.6  24.2  10.7
18042  16.4  16.3  23.1  12.3
18043  19.4  16.2  23.7   6.7
18044  19.3  16.0  23.3  12.5
18045  21.3  16.7  24.7  11.1
18046  15.1  16.0  22.8   7.8
18047  13.9  16.8  23.2  14.4
18048  15.9  15.8  26.2   9.9
18049  15.0  15.9  23.0  11.9
18050  18.4  15.2  25.9   7.6
18051  20.8  16.0  27.8   5.6
18052  17.5  15.6  25.1   4.8
18053  22.2  15.1  26.3   0.3
18054  22.6  15.2  25.3   0.0
18055  25.2  14.8  27.0   0.6
18056  20.3  16.2  28.0   4.2
18057  23.6  15.5  25.5   8.6
18058  14.4  16.0  23.2  14.4
18059  21.2  15.0  24.9   4.6
18060  23.9  15.2  26.5   0.6
18061  22.1  16.3  25.9   9.3
18062  21.1  15.7  26.0  10.3
18063  20.8  15.5  24.9  17.4
18064  16.9  15.3  24.4   1.2
18065  20.4  16.6  24.9  17.8
18066  20.3  15.7  24.9   7.5
18067  20.8  17.1  23.7  16.1
18068  20.8  14.9  25.6   0.6
18069  21.7  14.0  25.9   0.7
18070  20.9  14.1  24.8   5.1
18071  19.8  15.3  25.3  10.9
18072  17.4  15.4  26.2   0.0
18073  22.3  13.6  26.3   0.6
18074  21.1  14.7  27.2   0.6
18075  19.6  15.4  25.5   8.2
18076  20.5  14.9  26.4   0.6
18077  21.1  15.5  26.6   0.6
18078  20.3  15.3  25.7   0.6
18079  21.9  15.7  26.1   5.1
18080  19.7  15.0  25.8   7.3
18081  17.7  15.8  24.1   4.8
18082  14.4  14.6  23.8  12.1
18083  14.4  15.3  23.8  11.5
18084  25.8  13.7  26.9   0.0
18085  17.6  15.0  25.4  15.3
18086  17.5  15.5  23.6  13.4
18087   8.2  16.1  20.6  30.3
18088  18.1  15.2  23.3   3.1
18089  12.4  16.2  23.6   9.8
18090  18.6  14.8  30.6  16.5
18091  18.3  15.5  25.7   0.9
18092  22.0  15.6  27.6   4.0
18093  23.2  14.3  27.2   0.0
18094  21.9  13.3  26.9   0.0
18095  20.8  14.6  26.1   0.0
18096  18.9  15.8  26.3   0.0
18097  22.4  16.5  25.8   8.1
18098  16.3  17.0  24.4  11.6
18099  13.7  16.1  23.3   7.1
18100  18.6  16.6  24.2   5.5
18101  17.2  14.6  24.9   0.0
18102  22.5  13.1  25.4   0.0
18103  18.5  11.7  24.9   0.0
18104  17.5  14.9  23.4   0.0
18105  17.3  12.8  25.1   0.0
18106  22.7  11.5  26.0   0.0
18107  17.4  11.9  25.5   7.5
18108  13.3  15.5  23.3  13.3
18109  17.5  15.2  25.1   4.0
18110  15.0  14.6  24.3   0.9
18111  13.7  14.7  23.5   0.0
18112  19.5  14.8  25.6   0.0
18113  19.8  14.8  25.3   0.0
18114  21.2  13.4  25.9   0.0
18115  17.2  14.6  25.5   0.0
18116  20.7  13.6  26.5  12.9
18117  17.8  14.7  26.1   0.0
18118  18.1  13.0  25.6   0.0
18119  16.1  14.8  24.1  26.5
18120  17.3  15.8  23.4  14.3
18121  17.2  15.6  24.6   0.0
18122  17.9  15.3  23.9   0.0
18123  15.9  13.1  23.3   0.0
18124  18.9  12.1  23.4   0.0
18125  19.7  13.8  25.3   0.0
18126  13.3  12.8  22.5   0.0
18127  14.8  15.0  23.6   0.0
18128  16.5  14.2  24.2   0.2
18129  14.6  14.4  23.9   0.0
18130  17.6  13.9  24.9   0.0
18131  14.7  14.1  24.5   0.7
18132  16.5  13.8  23.8   0.0
18133  16.9  13.5  23.9   0.0
18134  15.2  14.6  23.8   0.0
18135  14.7  15.2  23.6   1.7
18136  12.6  14.9  23.5   0.0
18137  15.9  14.1  24.4   0.0
18138  16.2  13.7  24.6   0.0
18139  16.0  13.8  24.5   7.9
18140  17.4  12.7  25.4   0.0
18141  22.3  10.5  26.1   0.0
18142  21.2   9.6  25.5   0.0
18143  22.4   9.6  24.5   0.0
18144  22.1   9.3  24.8   0.0
18145  18.6  10.9  24.2   0.0
18146  15.9  14.5  25.0   0.0
18147  16.5  14.5  24.4   0.0
18148  20.1  12.7  25.4   0.0
18149  18.0  11.3  24.9   0.0
18150  21.4   8.0  26.2   0.0
18151  19.0  10.7  24.9   0.0
18152  17.9  13.3  26.0   0.0
18153  17.4  12.8  26.6   0.0
18154  16.2  14.5  24.8   3.3
18155  12.6  13.5  20.5   4.9
18156  13.6  11.6  21.2   0.0
18157  11.9  11.9  21.0   0.0
18158  12.7  11.0  21.4   0.0
18159  12.1  11.9  21.4   0.0
18160  16.1  13.6  23.5   0.0
18161  18.0  11.8  24.0   0.0
18162  18.0  11.1  24.1   0.1
18163  17.7  10.8  23.9   0.1
18164  17.1  10.3  23.8   0.0
18165  17.5  12.5  23.8   0.0
18166  17.9  12.5  23.3   0.0
18167  15.7   9.6  23.0   0.0
18168  20.8   8.1  23.1   0.0
18169  19.6   9.7  24.1   0.1
18170  18.3   8.7  23.9   0.0
18171  17.0  11.3  24.4   0.0
18172  18.1   9.5  24.0   0.0
18173  18.5   9.2  24.1   0.0
18174  20.7   8.2  26.2   0.0
18175  18.9   8.7  25.8   0.0
18176  21.2   8.6  25.5   0.0
18177  20.7   8.7  24.3   0.0
18178  22.1   6.9  23.8   0.0
18179  22.3   5.6  22.7   0.0
18180  21.8   5.2  22.7   0.0
18181  19.9   6.0  22.9   0.0
18182  15.0   8.3  21.9   0.0
18183  16.8   7.9  22.3   0.0
18184  18.8   7.5  22.8   0.0
18185  17.0   9.1  22.9   0.0
18186  20.8   8.2  23.8   0.1
18187  16.5  10.2  22.7   0.1
18188  16.1  11.5  23.5   0.0
18189  15.2  11.2  23.0   0.9
18190  14.5   9.8  22.1   0.0
18191  13.6   9.0  20.5   0.0
18192  10.2  11.0  19.6   0.0
18193  13.9  11.1  21.3   0.0
18194  14.3  11.6  21.9   0.0
18195  14.2   9.0  21.7   0.0
18196  20.0   7.0  21.6   0.0
18197  16.4   7.0  21.2   0.0
18198  23.1   8.3  22.4   0.0
18199  20.7   7.9  22.2   0.0
18200  14.2   8.8  20.7   0.0
18201  22.5   5.0  23.4   0.0
18202  19.3   7.9  23.0   0.0
18203  19.5   7.5  25.1   0.0
18204  16.8  11.6  24.5   0.0
18205  21.0   9.2  26.1   0.0
18206  19.9  10.4  26.0   0.0
18207  20.1  10.2  26.0   0.0
18208  22.3  11.8  25.3   0.5
18209  21.5   9.0  24.8   0.0
18210  18.9   9.2  23.4   0.0
18211  18.2   8.6  22.6   0.0
18212  22.5   7.8  25.0   0.0
18213  22.8   9.0  25.7   0.0
18214  21.2   9.5  25.4   0.0
18215  17.3  10.9  22.9   0.2
18216  17.3  11.0  21.7   0.0
18217  22.1   8.6  22.0   0.1
18218  14.2  12.6  21.1   0.0
18219  13.0   9.8  21.0   0.0
18220  19.4   8.1  24.0   0.0
18221  15.5  10.1  23.9   0.2
18222  15.0  11.8  23.2   0.1
18223  13.3  10.5  21.9   0.3
18224   8.5   9.1  17.6   0.3
18225  19.4   8.6  20.8   0.0
18226  19.2   7.5  21.7   0.0
18227  21.8   7.0  23.4   0.0
18228  21.4   7.8  24.9   0.0
18229  21.0   9.1  26.2   0.2
18230  20.0  10.8  27.0   0.0
18231  19.2  11.7  27.2   0.0
18232  20.2  11.2  24.4   0.0
18233  21.7   8.9  23.2   0.0
18234  22.3   8.1  24.7   0.0
18235  16.7  13.7  24.3   0.5
18236  19.1  13.2  25.5   0.1
18237  25.5  10.0  26.3   0.0
18238  25.5   9.3  26.0   0.0
18239  26.0   8.5  25.1   0.0
18240  26.2   7.9  25.3   0.0
18241  22.7  10.2  26.1   0.0
18242  25.2  10.1  27.3   0.0
18243  20.5  10.9  24.6   0.2
18244  25.9  10.4  24.6   0.0
18245  22.8  10.5  25.6   0.0
18246  19.0  13.8  25.2   0.1
18247  20.7  12.6  24.7   0.0
18248  25.6  10.9  26.4   0.0
18249  19.9  10.7  27.1   0.9
18250  18.7  14.5  27.8   0.0
18251  12.3  14.8  24.0   0.0
18252  11.6  15.0  21.0   7.4
18253  14.8  14.3  22.5   0.0
18254  18.1  13.0  23.8   0.0
18255  23.0  11.2  25.3   0.0
18256  23.2  13.0  26.2   0.0
18257  23.5  13.9  26.4   0.0
18258  22.2  11.3  26.6   0.0
18259  21.0  12.6  25.8   0.0
18260  21.4  12.6  25.7   0.0
18261  21.1  12.7  24.8   0.0
18262  25.1  11.6  27.2   0.0
18263  24.6  11.9  28.2   0.0
18264  24.5  12.0  28.3   0.0
18265  21.7  13.1  26.5   0.0
18266  24.1  13.6  26.3   0.0
18267  22.0  11.2  26.2   0.0
18268  22.7  12.1  26.3   0.0
18269  25.9  12.2  27.3   0.0
18270  26.5  11.9  27.0   0.0
18271  28.3  11.7  27.1   0.0
18272  26.7  10.1  28.6   0.0
18273  22.5  11.8  28.9   0.0
18274  21.9  14.5  27.5   0.1
18275  21.0  15.5  28.0   0.0
18276  17.3  16.5  25.3   2.1
18277  15.5  15.7  23.5   5.0
18278  26.2  13.5  26.4   0.0
18279  22.3  13.3  25.5   0.0
18280  25.7  13.2  26.2   0.0
18281  27.7  12.6  26.4   0.0
18282  27.6  12.5  26.5   0.0
18283  25.7  13.1  25.6   0.0
18284  23.8  13.5  25.3   0.0
18285  28.2  13.6  26.0   0.0
18286  28.3  12.5  25.7   0.0
18287  26.9  12.1  26.9   0.0
18288  23.2  14.7  27.3   0.0
18289  22.5  15.2  27.2   0.0
18290  23.1  15.2  28.7   0.0
18291  21.6  15.3  27.8   0.0
18292  25.6  14.7  28.5   0.0
18293  20.9  14.7  27.5   1.6
18294  21.9  15.7  28.4   2.8
18295  26.3  14.6  28.9   0.0
18296  28.4  13.2  30.0   0.0
18297  27.2  15.0  30.3   0.0
18298  26.3  14.5  29.0   0.0
18299  24.6  15.4  28.1   0.0
18300  27.8  13.8  27.9   0.0
18301  24.6  13.8  27.7   0.0
18302  29.1  12.8  29.1   0.0
18303  27.3  14.7  29.8   0.0
18304  24.3  14.9  29.5   0.0
18305  21.2  15.9  28.0   0.0
18306  23.9  15.5  28.6   0.0
18307  23.4  14.7  28.1   0.0
18308  21.5  16.0  29.0   0.0
18309  21.5  16.7  29.2   0.0
18310  22.3  16.4  29.2   0.0
18311  25.0  14.6  28.5   0.0
18312  27.9  14.1  30.4   0.0
18313  25.9  15.1  28.7   0.0
18314  28.3  14.2  29.9   0.0
18315  28.7  12.9  31.8   0.0
18316  25.4  13.1  31.7   0.0
18317  26.9  15.8  31.2   0.0
18318  26.7  14.5  29.8   0.0
18319  22.2  14.3  27.7   0.0
18320  27.8  14.4  29.8   0.0
18321  24.0  15.1  28.8   0.0
18322  25.9  15.4  29.6   0.0
18323  22.8  15.5  28.1   0.0
18324  20.6  16.1  26.7   5.6
18325  24.0  15.1  28.1   0.0
18326  25.5  15.8  28.5   0.0
18327  24.4  15.8  28.2   0.0
18328  24.4  15.2  29.8   0.0
